scale,HEX
0,#2b0008
0.010101010101010102,#2d020f
0.020202020202020204,#2f0314
0.030303030303030304,#320518
0.04040404040404041,#34051c
0.050505050505050504,#370620
0.06060606060606061,#390725
0.0707070707070707,#3c0829
0.08080808080808081,#3e092e
0.09090909090909091,#410a33
0.10101010101010101,#440a38
0.1111111111111111,#470b3d
0.12121212121212122,#490b43
0.13131313131313133,#4b0d48
0.1414141414141414,#4d0f4e
0.15151515151515152,#4f1054
0.16161616161616163,#51125a
0.1717171717171717,#521460
0.18181818181818182,#531766
0.1919191919191919,#541a6c
0.20202020202020202,#541d72
0.21212121212121213,#541f78
0.2222222222222222,#55227d
0.23232323232323232,#542583
0.24242424242424243,#542889
0.25252525252525254,#542b8f
0.26262626262626265,#532f93
0.2727272727272727,#523298
0.2828282828282828,#51359d
0.29292929292929293,#4f38a2
0.30303030303030304,#4e3ca6
0.31313131313131315,#4c3fa9
0.32323232323232326,#4b42ad
0.3333333333333333,#4946b1
0.3434343434343434,#4849b4
0.35353535353535354,#464cb7
0.36363636363636365,#454fba
0.37373737373737376,#4352be
0.3838383838383838,#4255c0
0.3939393939393939,#4159c1
0.40404040404040403,#405cc3
0.41414141414141414,#3e5fc5
0.42424242424242425,#3d62c7
0.43434343434343436,#3c65c9
0.4444444444444444,#3b68cb
0.45454545454545453,#3a6bcc
0.46464646464646464,#3a6ece
0.47474747474747475,#3b71cf
0.48484848484848486,#3c74cf
0.494949494949495,#3d77d0
0.5050505050505051,#3d7ad1
0.5151515151515151,#3f7dd1
0.5252525252525253,#4080d1
0.5353535353535354,#4183d1
0.5454545454545454,#4385d1
0.5555555555555556,#4688d0
0.5656565656565656,#498bcf
0.5757575757575758,#4c8ece
0.5858585858585859,#4f91cd
0.5959595959595959,#5294cc
0.6060606060606061,#5496cc
0.6161616161616161,#5699cb
0.6262626262626263,#589ccb
0.6363636363636364,#5c9fca
0.6464646464646465,#60a1c9
0.6565656565656566,#63a4c8
0.6666666666666666,#67a7c7
0.6767676767676768,#6aa9c6
0.6868686868686869,#6dacc5
0.696969696969697,#70afc5
0.7070707070707071,#73b1c4
0.7171717171717171,#77b4c4
0.7272727272727273,#7bb6c3
0.7373737373737373,#80b9c3
0.7474747474747475,#84bbc2
0.7575757575757576,#87bec2
0.7676767676767676,#8bc0c2
0.7777777777777778,#8ec3c2
0.7878787878787878,#91c5c2
0.797979797979798,#94c8c2
0.8080808080808081,#97cbc1
0.8181818181818182,#9acdc1
0.8282828282828283,#9dd0c1
0.8383838383838383,#a0d2c0
0.8484848484848485,#a4d5bf
0.8585858585858586,#a7d8bf
0.8686868686868687,#abdabe
0.8787878787878788,#afddbd
0.8888888888888888,#b2dfbc
0.898989898989899,#b5e2bb
0.9090909090909091,#b8e5b9
0.9191919191919192,#bce7b8
0.9292929292929293,#bfeab6
0.9393939393939394,#c2edb4
0.9494949494949495,#c6efb2
0.9595959595959596,#c9f2b0
0.9696969696969697,#cef4ae
0.9797979797979798,#d2f7ab
0.98989898989899,#d6f9a9
1,#dafca6
