scale,HEX
0,#0e0d2f
0.010101010101010102,#0e0f34
0.020202020202020204,#0d1238
0.030303030303030304,#0d143c
0.04040404040404041,#0e1541
0.050505050505050504,#0e1746
0.06060606060606061,#0f184a
0.0707070707070707,#0f1a4f
0.08080808080808081,#101b54
0.09090909090909091,#0f1d5a
0.10101010101010101,#0e1e5f
0.1111111111111111,#0c2065
0.12121212121212122,#0a226a
0.13131313131313133,#092370
0.1414141414141414,#092575
0.15151515151515152,#09267b
0.16161616161616163,#092880
0.1717171717171717,#0c2986
0.18181818181818182,#122a8a
0.1919191919191919,#172b8f
0.20202020202020202,#1b2c94
0.21212121212121213,#202d99
0.2222222222222222,#242e9d
0.23232323232323232,#292fa2
0.24242424242424243,#2d30a6
0.25252525252525254,#3131ab
0.26262626262626265,#3632af
0.2727272727272727,#3a33b4
0.2828282828282828,#3f33b8
0.29292929292929293,#4334bc
0.30303030303030304,#4835c0
0.31313131313131315,#4d36c4
0.32323232323232326,#5236c8
0.3333333333333333,#5737cc
0.3434343434343434,#5c38cf
0.35353535353535354,#6139d1
0.36363636363636365,#6639d4
0.37373737373737376,#6b3ad7
0.3838383838383838,#703bda
0.3939393939393939,#753bdd
0.40404040404040403,#7a3ce0
0.41414141414141414,#7f3ce2
0.42424242424242425,#843de5
0.43434343434343436,#893ee7
0.4444444444444444,#8e3fe9
0.45454545454545453,#9340eb
0.46464646464646464,#9742ec
0.47474747474747475,#9b43ee
0.48484848484848486,#a045f0
0.494949494949495,#a446f2
0.5050505050505051,#a848f3
0.5151515151515151,#ac4af5
0.5252525252525253,#af4cf6
0.5353535353535354,#b34ef8
0.5454545454545454,#b751f9
0.5555555555555556,#ba53f9
0.5656565656565656,#be56fa
0.5757575757575758,#c258fa
0.5858585858585859,#c55bfa
0.5959595959595959,#c95dfa
0.6060606060606061,#cc60fa
0.6161616161616161,#cf63fa
0.6262626262626263,#d365fa
0.6363636363636364,#d669f9
0.6464646464646465,#d96cf9
0.6565656565656566,#dc6ff8
0.6666666666666666,#df72f7
0.6767676767676768,#e076f7
0.6868686868686869,#e17af6
0.696969696969697,#e37ef6
0.7070707070707071,#e482f5
0.7171717171717171,#e487f5
0.7272727272727273,#e58bf5
0.7373737373737373,#e58ff5
0.7474747474747475,#e693f5
0.7575757575757576,#e797f5
0.7676767676767676,#e89bf5
0.7777777777777778,#e99ff5
0.7878787878787878,#e9a2f4
0.797979797979798,#eaa6f4
0.8080808080808081,#ebaaf4
0.8181818181818182,#ecaef4
0.8282828282828283,#edb1f4
0.8383838383838383,#edb5f5
0.8484848484848485,#eeb9f5
0.8585858585858586,#eebcf6
0.8686868686868687,#eec0f7
0.8787878787878788,#efc4f7
0.8888888888888888,#f0c7f7
0.898989898989899,#f1cbf8
0.9090909090909091,#f2cef8
0.9191919191919192,#f3d1f9
0.9292929292929293,#f4d5f9
0.9393939393939394,#f6d8f9
0.9494949494949495,#f8dbf9
0.9595959595959596,#f9def9
0.9696969696969697,#fbe1fa
0.9797979797979798,#fce4fc
0.98989898989899,#fee7fd
1,#ffebfe
