scale,HEX
0,#250223
0.010101010101010102,#280423
0.020202020202020204,#2b0524
0.030303030303030304,#2e0724
0.04040404040404041,#310724
0.050505050505050504,#350825
0.06060606060606061,#380825
0.0707070707070707,#3c0926
0.08080808080808081,#400926
0.09090909090909091,#440926
0.10101010101010101,#470a27
0.1111111111111111,#4b0a27
0.12121212121212122,#4f0a27
0.13131313131313133,#530a27
0.1414141414141414,#570b27
0.15151515151515152,#5a0b27
0.16161616161616163,#5e0b27
0.1717171717171717,#620b27
0.18181818181818182,#660b27
0.1919191919191919,#6a0b27
0.20202020202020202,#6f0a27
0.21212121212121213,#730a27
0.2222222222222222,#760c26
0.23232323232323232,#7a0d26
0.24242424242424243,#7d0f25
0.25252525252525254,#811025
0.26262626262626265,#841225
0.2727272727272727,#881324
0.2828282828282828,#8b1524
0.29292929292929293,#8f1723
0.30303030303030304,#931822
0.31313131313131315,#961a21
0.32323232323232326,#9a1b20
0.3333333333333333,#9e1d1f
0.3434343434343434,#a11f1e
0.35353535353535354,#a4211d
0.36363636363636365,#a8231c
0.37373737373737376,#ab251b
0.3838383838383838,#ae271a
0.3939393939393939,#b12a19
0.40404040404040403,#b52c18
0.41414141414141414,#b82e17
0.42424242424242425,#bb3116
0.43434343434343436,#bd3515
0.4444444444444444,#c03814
0.45454545454545453,#c23b13
0.46464646464646464,#c53e12
0.47474747474747475,#c74111
0.48484848484848486,#ca4410
0.494949494949495,#cc470f
0.5050505050505051,#cf4a0e
0.5151515151515151,#d14e0e
0.5252525252525253,#d3510d
0.5353535353535354,#d5550c
0.5454545454545454,#d7580c
0.5555555555555556,#d85c0b
0.5656565656565656,#da5f0b
0.5757575757575758,#db630a
0.5858585858585859,#dd660a
0.5959595959595959,#de6a09
0.6060606060606061,#e06e08
0.6161616161616161,#e17107
0.6262626262626263,#e27507
0.6363636363636364,#e47807
0.6464646464646465,#e57c07
0.6565656565656566,#e77f08
0.6666666666666666,#e88208
0.6767676767676768,#e98608
0.6868686868686869,#ea8907
0.696969696969697,#eb8d07
0.7070707070707071,#ec9106
0.7171717171717171,#ed9409
0.7272727272727273,#ee980b
0.7373737373737373,#ef9b0e
0.7474747474747475,#ef9f11
0.7575757575757576,#f0a212
0.7676767676767676,#f1a612
0.7777777777777778,#f2a913
0.7878787878787878,#f3ac14
0.797979797979798,#f4b014
0.8080808080808081,#f5b314
0.8181818181818182,#f5b715
0.8282828282828283,#f6ba15
0.8383838383838383,#f7be16
0.8484848484848485,#f7c118
0.8585858585858586,#f8c51a
0.8686868686868687,#f8c81c
0.8787878787878788,#f9cc1d
0.8888888888888888,#f9cf1c
0.898989898989899,#f9d31b
0.9090909090909091,#fad61b
0.9191919191919192,#fada1a
0.9292929292929293,#fadd1a
0.9393939393939394,#fae11a
0.9494949494949495,#fae41a
0.9595959595959596,#fae81a
0.9696969696969697,#faec1c
0.9797979797979798,#faef1d
0.98989898989899,#f9f31e
1,#f9f71f
